Sr. No.,Name of Insurance Co.,State,City,Provider Name,Category,Address,Pin Code,Tel Area,Tel No.,Fax No.,Not Servicing to,Provider
,,,,SPECIALITY HOSPITAL LTD.,,,,,/3391,,,
3058,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR MEHTA'S CHILDREN'S HOSPITAL,Hospital,"No. 2, Mc Nichols Road,,3rd Lane, Chetpet,,Chennai,",600031,44,42271001,42271217,,74570
3059,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR RADHA RAJENDRAN NURSING,Nursing,"New No. 9,,Vembuliamman Koli Street,Alandur",600016,44,22336877,42009552,,3659
,,,,HOME,Home,,,,,,,
3060,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR. AGARWAL EYE HOSPITAL LTD,Hospital,"No. Ac-15, 2nd Avenue,Annanagar,Chennai",600040,44,26215944/54,26215977,,3132
3061 PSU-United India Insurance Company,,Tamil Nadu,Chennai,DR. AGARWAL'S,EYE HOSPITAL LTD,Hospital,"The Federation Square, B - 63,,Siva Elango Salai, 70",600082,44,25507755,25507755,,64462
,,,,,,,"Feet Road,Periyar Nagar",,,,,,
3062,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR. AGARWAL'S EYE HOSPITAL,,Hospital,"# 19,,Cathedral Road,Near Hotel Chola,,Chennai",600086,44,28112358 /,28115871,,1180
,,,,,,,,,,28112959/28116233,,,
3063,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR. AGARWAL'S EYE HOSPITAL,,Hospital,"New No. 33, 7th Avenue,,,Ashoknagar",600083,44,24717721,45022468,,53694
,,,,(ASHOKNAGAR),,,,,,,,,
3064,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR. AGARWAL'S EYE HOSPITAL,,Hospital,"Tdk Towers, New No.6, Duraiswamy Reddy",600045,44,22264844,22264845,,83091
,,,,(CHENNAI),,,"Street,,,Tambaram West ,",,,,,,
3065,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR. AGARWAL'S EYE HOSPITAL,,Hospital,"729, T.H. Road,,Old Tamilnadu Theatre,New",600081,44,25912626,25912627,,81518
,,,,(WASHERMANPET),,,Washermanpet,,,,,,
3066,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR. AGARWAL'S EYE HOSPITAL LTD.,,Hospital,"No. 03, 1st Floor,,Main Road, Kamaraj Nagar,,Avadi",600071,44,26115566,26115566,,5011
,,,,(AVADI),,,,,,,,,
3067,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR. AGARWAL'S EYE HOSPITAL LTD.,,Hospital,"No. 32 - B, Indira Gandhi Road,,,Kanchipuram",631502,44,27232525,47201118,,5013
,,,,(KANCHIPURAM),,,,,,,,,
3068,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR. AGARWAL'S EYE HOSPITAL LTD.,,Hospital,"No. 1 / 381,,Indira Nagar,Kumbakonam",612001,435,2410320,2410320,,40575
,,,,(KUMBAKONAM),,,,,,,,,
3069,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR. AGARWAL'S EYE HOSPITAL LTD.,,Hospital,"No. 100,101,,Valluver Kottam High",600034,44,28215556,28115871,,2203
,,,,(NUNGAMBAKKAM),,,"Road,,Nungambakkam",,,,,,
3070,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR. AGARWAL'S EYE HOSPITAL LTD.,,Hospital,"No. 49, Arcot Road,,,Porur",600116,44,24767787,24767787,,63222
,,,,(PORUR),,,,,,,,,
3071,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR. AGARWAL'S EYE HOSPITAL LTD.,,Hospital,"No. 27, 100 Feet Road,,Taramani,Velachery",600042,44,22430444,22430444,,57653
,,,,(VELACHERY),,,,,,,,,
3072,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR. AGARWAL'S EYE,,Hospital,"No 36 A, 4th Cross,,,Co-Operative Colony",635001,4343,233660,236666,,69785
,,,,HOSPITAL(KRISHNAGIRI),,,,,,,,,
3073,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR. AGARWAL'S EYE HOSPITAL.,,Hospital,"No 47 Cuddalore Main Road,Neyveli, Near Jayapriya",627003,4142,"2501818, 262233",246655,,82486
,,,,,,,"Theatre,Mandarakuppam,",,,,,,
3074,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR. HARIHARAN DIABETES &,,Hospital,"24 & 26,29th Street,Nanganallur,Nanganallur",600061,44,22247720/21/22/23,22247724,,2275
,,,,HEARTCARE HOSPITAL,,,,,,,,,
3075,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR. KAMAKSHI MEMORIAL HOSPITAL,,Hospital,"No. 1, Radial Road,,Pallikaranai,,Pallakaranai",600100,44,66300300,66300400,,4336
3076,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR.GUNASEKARAN NURSING HOME,,Nursing,"No.1, Crescent Park Street,T.Nagar,T Nagar",600017,44,24341055 / 24322591,24313884,,2025
,,,,,,Home,,,,,,,
3077,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR.MEHTA'S HOSPITALS PVT. LTD,,Hospital,"No 2,Mc Nichols Road,,3rd Lane Chetpet,,Chennai",600031,44,42271001,42271217,,798
3078,PSU-United India Insurance Company,Tamil Nadu,Chennai,DR.RABINDRAN'S HEALTH CARE,,Hospital,"212, Mth Road,,Ambattur,Near Ot Bus",600053,44,2657 4242 / 0775/ 0606,2657 4588,,1154
,,,,CENTRE PVT.LTD.,,,"Terminus,Ambattur",,,,,,
3079,PSU-United India Insurance Company,Tamil Nadu,Chennai,DURGABAI DESHMUKH GENERAL,,Hospital,"No 11,12, Dr Durgabai Deshmukh Road,,R.A .Puram,",600028,44,24938311 / 21 / 31 / 41 / 51,24611384 /,,2410
,,,,HOSPITAL AND RESEARCH CENTRE,,,"Opp To Janaki M.G.R.College,,R.A.Puram",,,,24950815,,
3080,PSU-United India Insurance Company,Tamil Nadu,Chennai,FIRM HOSPITALS,,Hospital,"R-Block,65,,12th Street,Anna Nagar",600040,44,26262666/26207666,26213666,,86424
3081,PSU-United India Insurance Company,Tamil Nadu,Chennai,FORTIS MALAR HOSPITALS LTD.,,Hospital,"52, 1st Main Road,,Near Adyar Main Bridge,,Gandhi",600020,44,42892222,42892293/ 24426015,,313
,,,,,,,"Nagar,",,,,,,
3082,PSU-United India Insurance Company,Tamil Nadu,Chennai,FRONTIER LIFE LINE PVT. LTD.,,Hospital,"R. 30c,Ambattur Industrial Estate",600101,44,26566252 / 42017575 /,26565150,,2476
,,,,,,,"Road,,Mogappair,Opp. Bharath Petrolium Bunk,",,,26564224,,,
,,,,,,,"Mogappair,",,,,,,
3083,PSU-United India Insurance Company,Tamil Nadu,Chennai,G.S.HOSPITAL ( CHENNAI),,Hospital,"#466, 3rd Avenue,Indira Nagar,Chennai",600020,44,24424787/,24413233,,1841
,,,,,,,,,,24411819/24912308,,,
3084,PSU-United India Insurance Company,Tamil Nadu,Chennai,GAJANAN HOSPITAL PVT,,Hospital,"29, Kakkan Street,Tambaram West,Chennai",600045,44,2226 6550/ 6649 / 6115 /4118,2226 6287,,1349
,,,,LIMITED(A.G.HOSPITAL),,,,,,,,,
3085,PSU-United India Insurance Company,Tamil Nadu,Chennai,GLOBAL HOSPTIAL & HEALTH CITY,,Hospital,"439,Cheran Nagar,,Perumbakkam,Perumbakkam",600100,44,22777000 / 22777777/,22777100/ 44777100,,72026
,,,,,,,,,,22772234,,,
3086,PSU-United India Insurance Company,Tamil Nadu,Chennai,HANDE HOSPITAL,,Hospital,"# 44, Lakshmi Talkies Road,,Shenoy Nagar,,Chennai",600030,44,26644517/30584002/3058400,26641563,,235
,,,,,,,,,,3,,,
3087,PSU-United India Insurance Company,Tamil Nadu,Chennai,HARVEY HEART HOSPITAL,,Hospital,"542,Ttk Road,,Alwarpet,,Chennai",600018,44,"24332901,24331034",/,28221355,834
,,,,LIMITED(HARVEY HEALTHCARE LTD.),,,,,,24311726,,,
3088,PSU-United India Insurance Company,Tamil Nadu,Chennai,HINDU MISSION HEALTH SERVICES,,Hospital,"100, Feet Road,,Hindu Colony,,Nanganallur",600061,44,22243026/ 22340909 /,22241285,,3647
,,,,,,,,,,22333026,,,
3089,PSU-United India Insurance Company,Tamil Nadu,Chennai,HINDU MISSION HOSPITAL,,Hospital,"103, G.S.T, Road,,Tambaram West,Chennai",600045,44,22262244/,22262255/ 22265544,,759
3090,PSU-United India Insurance Company,Tamil Nadu,Chennai,JV HOSPITAL,,Hospital,"Number 30,,Railway Border Road,,Kodambakkam",600024,44,24833998 / 24725582,24802578,,861
3091,PSU-United India Insurance Company,Tamil Nadu,Chennai,K. J. HOSPITAL PVT. LTD.,,Hospital,New,"182,,Poonamallee High Road,Chennai",600084,44,26411513-15 /26411516/17,26610459/26411886,508
3092,PSU-United India Insurance Company,Tamil Nadu,Chennai,K. K. EYE HEALTH CARE & RESEARCH,,Hospital,"34,Gandhi Road,West Tambaram,Chennai",600045,44,22263130/45076004,22381130,,3471
,,,,CENTRE,,,,,,,,,
3093,PSU-United India Insurance Company,Tamil Nadu,Chennai,K.K.R.ENT,HOSPITAL AND RESEARCH,Hospital,"274 (827), Poonamalcee High Road,,Kilpauk,Kilpauk",600010,44,26411444 /26411987,26412727,,645
,,,,INSTITUTE (P) LTD,,,,,,/26411612,,,
3094,PSU-United India Insurance Company,Tamil Nadu,Chennai,KARTHIC HOSPITAL (THIRUVOTTIYUR),,Hospital,"# 727 To 730, T.H Road,Tsr Nagar,,Thiruvottiyur.,",600019,44,25730335,218732492,,79131
3095 PSU-United India Insurance Company,,Tamil Nadu,Chennai,KAUVERY HCG CANCER CENTRE,,Hospital,"#199/90, Mbc Tower, Luz Church Road,,Alwarpet",600004,44,33669999,30485750,,10733
,,,,,,,"Junction,,Mylapore",,,,,,
3096,PSU-United India Insurance Company,Tamil Nadu,Chennai,KEDAR HOSPITAL,,Hospital,"19,Vinayagapuram,,Mugalivakkam Main Road,Porur",600125,44,22523407/ 2321407 /,22523445,,3541
,,,,,,,,,,22523445,,,
3097,PSU-United India Insurance Company,Tamil Nadu,Chennai,KHM HOSPITAL,,Hospital,"Ab-14,,6th Main Road,,Annanagar",600040,44,26212218 /26212844,26282900,,718
,,,,,,,,,,/26212993,,,
3098,PSU-United India Insurance Company,Tamil Nadu,Chennai,KUMARAN HOSPITAL PVT.LTD.,,Hospital,"Number 214, E.V.R. Periyar Salai,P.H.Road,",600010,44,42956777,26427701,,974
,,,,,,,"Kilpauk,Next To Sangam Theatre,,Kilpauk",,,,,,
3099,PSU-United India Insurance Company,Tamil Nadu,Chennai,KVT SPECIALITY HOSPITAL,,Hospital,"Plot No.123 & 10, Ehirajsamysalai,,Erukkanchery,,",600118,44,43806115 / 42834516,0,,9670
3100,PSU-United India Insurance Company,Tamil Nadu,Chennai,LAKSHMI NURSING HOME,,Nursing,"6, Shandy Road,Pallavaram,Pallavaram",600043,44,22640883,22640724,,2094
,,,,,,Home,,,,,,,
3101,PSU-United India Insurance Company,Tamil Nadu,Chennai,M.K.NURSING HOME,,Hospital,"46, Ratna Sabapathy Road,,,Chennai",600021,44,2595 3930 / 2595 6685,25957333,,1225
3102,PSU-United India Insurance Company,Tamil Nadu,Chennai,M.N. EYE HOSPITAL,,Hospital,"No.781, T.H. Road / Opp. Tondiarpet Police",600081,44,25956403,25953594,,2322
,,,,,,,"Station,Chennai,North Chennai , Opp. Tondiarpet",,,,,,
,,,,,,,"Police Station,Chennai",,,,,,
3103,PSU-United India Insurance Company,Tamil Nadu,Chennai,M.V. HOSPITAL FOR DIABETES PVT.,,Hospital,"No-4, West Mada Church Street,,Behind",600013,44,25954913,25954919,,46767
,,,,LTD.,,,"Kalmandapam Police Station,,Roypuram,",,,,,,
3104,PSU-United India Insurance Company,Tamil Nadu,Chennai,MADRAS ENT RESEARCH FOUNDATION,,Hospital,"No. 1, I Cross Street,,Off. I I Main Road,Off R.K.Salai,",600028,44,24311411 / 15,24311416,,2343
,,,,P.LTD,,,"4 Bldgs Away From Nilgiris Stores,R. A. Puram",,,,,,
3105,PSU-United India Insurance Company,Tamil Nadu,Chennai,MAYA NURSING HOME PVT. LTD.,,Nursing,"B - 225, 15th Avenue,,Ashok Nagar,Chennai",600083,44,24891817 / 24891830,24854098,,3206
,,,,,,Home,,,,,,,
3106,PSU-United India Insurance Company,Tamil Nadu,Chennai,MEDFORT HOSPITAL PVT. LTD.(MAXI,,Hospital,"No. 116, Chamiers Road,,,Nadanam,",600035,44,49001800,49001822,,8629
,,,,VISION EYE CARE),,,,,,,,,
3107,PSU-United India Insurance Company,Tamil Nadu,Chennai,MEDINDIA DIGESTIVE DISEASES,,Hospital,"83,Valluvarkottam High",600034,44,28311001 / 28311415 /,28261122,,1765
,,,,HOSPITAL,,,"Road,,Nungambakkam,Chennai",,,28204757,,,
3108,PSU-United India Insurance Company,Tamil Nadu,Chennai,MENANGUDY HOSPITALS (INDIA) PVT,,Hospital,"#19/1,1st Avenue,,Shastrinagar,,Adyar",600020,44,24434444/5/6,24434447,,7330
,,,,LTD,,,,,,,,,
3109,PSU-United India Insurance Company,Tamil Nadu,Chennai,MIOT HOSPITALS LIMITED,,Hospital,"4/112, Mount Poonamallee Road,,Manapakkam",600089,44,22492288,22491188,,850
3110,PSU-United India Insurance Company,Tamil Nadu,Chennai,NEPHROLIFE CARE INDIA PVT. LTD.,,Hospital,"No. 80, New Avadi Road,,Alagappa",600010,44,49087272,49087275,,10903
,,,,,,,"Nagar,,Opp.Pachanappa'S College Men",,,,,,
3111,PSU-United India Insurance Company,Tamil Nadu,Chennai,NEW ASIAN HOSPITAL,,Hospital,"E 147 / A, I I Nd Avenue,,Besant Nagar,,Chennai",600090,44,24916763 / 24465549,52054147,,4361
3112,PSU-United India Insurance Company,Tamil Nadu,Chennai,NEW HOPE INDIAN SPECIALITY,,Hospital,"1051, Poonamallee High Road,,,Arumbakkam",600106,44,45674800 / 42640810 /,42660090,,75253
,,,,HOSPITALS,,,,,,247560992/96/97,,,
3113,PSU-United India Insurance Company,Tamil Nadu,Chennai,NEW HOPE MEDICAL CENTRE(P) LTD,,Hospital,"814, Poonamallee High Road,,Opp. To Kmc,Kilpauk",600010,44,25321532 / 26412230,26673966,,62962
3114,PSU-United India Insurance Company,Tamil Nadu,Chennai,NIRMALS EYE CARE CENTRE,,Hospital,"108/5, Ayyasamuy Street,West Tambaram,Chennai",600045,44,22266123,42040062,,50319
3115,PSU-United India Insurance Company,Tamil Nadu,Chennai,NOVA SPECIALITY SURGERY (MRC,,Hospital,"No.41/42, 53/54,","Satyadev Avenue,,Mrc Nagar Ra",600028,44,66862000,66861999,88219
,,,,NAGAR),,,"Puram, Opp. To Hotel Somerset ,,Nr. Iyyappan Temple",,,,,,
3116,PSU-United India Insurance Company,Tamil Nadu,Chennai,PADMAPRIYA HOSPITAL PVT.LTD,,Hospital,"28, 1st Avenue,Indira Nagar, Adyar,Adyar",600020,44,24912625 / 24420091,24450878,,2099
3117,PSU-United India Insurance Company,Tamil Nadu,Chennai,PARVATHY ORTHO HOSPITAL PVT. LTD,,Hospital,"241, G S T Road,,Near M I T Gate,Chronepet",600044,44,22382748,22383456,,3433
3118,PSU-United India Insurance Company,Tamil Nadu,Chennai,PRIYA NURSING HOME.,,Nursing,"No.82 Kapal Polu Street,Old Washermenpet,Near Csi",600021,44,25951878/25957466,25951523,,2169
,,,,,,Home,"Railway Hospital,Chennai",,,,,,
3119,PSU-United India Insurance Company,Tamil Nadu,Chennai,R. G. STONE UROLOGICAL RESEARCH,,Hospital,"No. 391 / 392, 1st Floor, Anna Salai,,M I V Complex,",600015,44,24336240 / 55855521/,24334412,,371
,,,,INSTITUTE(CHENNAI),,,"Opp. New Bus Stand,,Saidapet",,,43993600,,,
3120,PSU-United India Insurance Company,Tamil Nadu,Chennai,R. M. HOSPITAL,,Hospital,"A - 1, Srinivasapuram,,Near Rto,Thiruvanmiyur",600041,44,66325040/24412377 / 0216,,,581
,,,,,,,,,,/24919963,,,
3121,PSU-United India Insurance Company,Tamil Nadu,Chennai,RIGID HOSPITAL PVT.LTD.(LIFE LINE,,Hospital,"No.47/3, New Avadi Road,,Near Panchayappa'S",600010,44,26604383/26447747/,26449708,,1622
,,,,CLINIQ),,,"College,,Kilpauk",,,24469455/ 24917471,,,
3122,PSU-United India Insurance Company,Tamil Nadu,Chennai,ROYAL BALAAJI HOSPITAL,,Hospital,"No. 7, Clc Work Road,,New Colony Chromepet,,Opp.",600044,44,22412009 / 22412010,22412015,,72443
,,,,,,,To Chromepet Railway Stat,,,,,,
3123,PSU-United India Insurance Company,Tamil Nadu,Chennai,RSR'S TRINITY ACUTE CARE,,Nursing,"33, Desikan Road,,Mylapore,,Mylapore",600004,44,24991480 /88/0880,24993624,,484
,,,,HOSPITAL(CHENNAI),,Home,,,,/24671166,,,
3124,PSU-United India Insurance Company,Tamil Nadu,Chennai,SAKTHI HOSPITAL & RESEARCH,,Hospital,"#175, Big Street,,Triplicane,Triplicane",600005,44,28442626 / 52156633,28442626/42157457,,988
,,,,CENTRE,,,,,,,,,
3125,PSU-United India Insurance Company,Tamil Nadu,Chennai,SAMPAT NURSING HOME,,Nursing,"4, Nachiappa Street,,Mylapore,Near Kutchery Road,",600004,44,24980578/24980602/2498163,24980572,,1521
,,,,,,Home,"Post Office.,Nachiappa Street",,,0,,,
3126,PSU-United India Insurance Company,Tamil Nadu,Chennai,SANKARA,NETHRALAYA (A UNIT OF,Hospital,"# 18 College Road ,,,Chennai",600006,44,28271616/1600/28261265/54,28254180,,644
,,,,MEDICAL RESEARCH FOUNDATION),,,,,,2,,,
3127,PSU-United India Insurance Company,Tamil Nadu,Chennai,SANKARA EYE HOSPITAL (CHENNAI),,Hospital,"No.1, 3rd Cross Street,Sri Sankara Nagar,Pammal",600075,44,22484799/22485299,22483750,,32011
3128 PSU-United India Insurance Company,,Tamil Nadu,Chennai,SANKARA KIDNEY HOSPITAL ( A UNIT,,Hospital,"No.2, Third Main Road,,New Colony,,Chromepet",600044,44,22412160,22412170,,58799
,,,,OF SATYANORAYANA MEDICAL AND,,,,,,,,,
,,,,RESEARCH TRUS,,,,,,,,,
3129,PSU-United India Insurance Company,Tamil Nadu,Chennai,SENTHIL NURSING HOME,,Nursing,"2054, A, 2nd Avenue,,Main Road Of Annana Nagar ,",600040,44,26212458 / 26212177,26212458 /,,2237
,,,,,,Home,"Pallawan Buses From All Area,Annana Nagar West",,,,26212177,,
3130,PSU-United India Insurance Company,Tamil Nadu,Chennai,SHEPHERD NURSING HOME,,Hospital,"19, Kumarangar Main Road,Peravallur,19, Kumaran",600082,44,25566888,25567700,,55234
,,,,,,,"Nagar Main Road,,Peravellore",,,,,,
3131,PSU-United India Insurance Company,Tamil Nadu,Chennai,SHIVASUNDER HOSPITAL,,Hospital,"28, (Old. No. 9), 1st Cross Steet,,Shastri Nagar,,Adyar",600020,44,24919216,24468705,,429
,,,,,,,,,,/24919216/24917752,,,
3132,PSU-United India Insurance Company,Tamil Nadu,Chennai,SIVA,E.N.T HOSPITAL PRIVATE LIMITED,Hospital,"No,159(Old No.94),Lloyds Road,",600014,44,28116807,28116807,,2441
,,,,,,,"Royapettah,Royapettah,,Royapettah",,,,,,
3133,PSU-United India Insurance Company,Tamil Nadu,Chennai,SOORIYA HOSPITAL,,Hospital,"1, Arunachalam Road,,,Chennai",600093,44,23761751 /23761752- 56,23760101,,833
3134,PSU-United India Insurance Company,Tamil Nadu,Chennai,SRI BALAJI HOSPITAL (CHENNAI),,Hospital,"Old No:36, New No: 77, Bricklin Road,,Purasawalkam,",600012,44,2662-2111/3111/ 6111,0,,51469
3135,PSU-United India Insurance Company,Tamil Nadu,Chennai,SRI DEVI HOSPITAL (CHENNAI),,Hospital,"No. 30, Poonamallee High Road,,,Koyembedu",600107,44,24792406,24792404,,3835
3136,PSU-United India Insurance Company,Tamil Nadu,Chennai,SRI KUMARAN MULTISPECIALITY,,Hospital,"532,Suriya Narayana Street,,Near Kalmandabam Bus",600013,44,25960206,25960216,,62879
,,,,HOSPITAL,,,"Stop,,Royapuram",,,,,,
3137,PSU-United India Insurance Company,Tamil Nadu,Chennai,SRI LAKSHMI CLINIC AND MATERNITY,,Nursing,"20-A,Tana Street,,Purasawalkam, Puraswalkam",600007,44,26426286,26401849,,2136
,,,,CENTRE,,Home,"Tank,Devotor-Vepery,Chennai",,,,,,
3138,PSU-United India Insurance Company,Tamil Nadu,Chennai,SRI RAMACHANDRA MEDICAL CENTRE,,Hospital,"1, Ramachandra Nagar,,,Porur",600116,44,2476 8403 / 2476 5512 /,24765516/7008 /,,453
,,,,,,,,,,45928500,"23860492,",,
3139,PSU-United India Insurance Company,Tamil Nadu,Chennai,SRI RANGA HOSPITAL,,Hospital,"No. 4/30,,Devanathan Road,Mandaveli",600028,44,24937060 / 24933751,45535171,,3441
3140,PSU-United India Insurance Company,Tamil Nadu,Chennai,SRI VENKATESHWARA'S C M HOSPITAL,,Hospital,"No: 1, 47th Street,,5th Main Road,Nanganallur",600061,44,222430021/22247621/223471,22248908/22240327,,3159
,,,,,,,,,,2,,,
3141,PSU-United India Insurance Company,Tamil Nadu,Chennai,SRUSHTI HOSPITAL PVT. LTD.,,Hospital,"No. 1, Padmavathy Street,,Thirumalai Nagar, Arcot",600089,44,24861144,24867527,,31657
,,,,,,,"Road, Kesavardhini Bus Stop,,Ramapuram",,,,,,
3142,PSU-United India Insurance Company,Tamil Nadu,Chennai,ST JOSEPH HOSPITAL,,Hospital,"Joseph'S Town,,Muthukumaran Nagar,,Poonamallee",600056,44,24827580/81,,,1789
3143,PSU-United India Insurance Company,Tamil Nadu,Chennai,ST.ISABEL'S HOSPITAL,,Hospital,"49, Oliver Road,,Near To Vivekananda",600004,44,24991081 / 82 /83,24984776,,1299
,,,,,,,"College,Mylapore",,,,,,
3144,PSU-United India Insurance Company,Tamil Nadu,Chennai,THE MADRAS MEDICAL MISSION,,Hospital,"4 A, Dr J J Nagar,Mogappair,Chennai",600037,44,26565961/26565887,26565973/906,,39660
,,,,(CHENNAI),,,,,,,,,
3145,PSU-United India Insurance Company,Tamil Nadu,Chennai,THE SURGICAL,CLINIC & NURSING,Hospital,"15 Norton Street,,,Chennai",600028,44,24939503 / 24941423,42102336,,1781
,,,,HOME (THE B.A.S.E),,,,,,,,,
3146,PSU-United India Insurance Company,Tamil Nadu,Chennai,TOSH HOSPITAL PVT LTD.,,Hospital,"34/72,,Ormes Road,,Kilpauk",600010,44,49034903,49034910,,9139
3147,PSU-United India Insurance Company,Tamil Nadu,Chennai,UDHI EYE HOSPITALS,,Hospital,"No 9 Marrays Gate Road,Alwarpet,Diagonally Opp To",600018,44,42188842-48,42188841,,2674
,,,,,,,"Lie Style,Alwarpet",,,,,,
3148,PSU-United India Insurance Company,Tamil Nadu,Chennai,VASAN EYE CARE (ADYAR),,Hospital,"Old No 115/1,New No.22,,Kamarajavenue, 2nd",600020,44,33724700,33724799,,83362
,,,,,,,"Street,,Adar",,,,,,
3149,PSU-United India Insurance Company,Tamil Nadu,Chennai,VASAN EYE CARE (NEELANKARAI),,Hospital,"No. 20, Thamirabarani Tower,,East Coast Road,",600041,44,39890700,30959499,,11913
,,,,,,,"Kapaleeswaren Nagar,,Neelankarai",,,,,,
3150,PSU-United India Insurance Company,Tamil Nadu,Chennai,VASAN EYE CARE,,Hospital,"New No 976/Old No 447 T H Road,,,Old",600021,44,33725200,33725299,,11794
,,,,(OLDWASHERMENPET),,,"Washermenpet,",,,,,,
3151,PSU-United India Insurance Company,Tamil Nadu,Chennai,VASAN EYE CARE (POONAMALLEE),,Hospital,"780, Trunk Road,,,Poonamallee",600056,44,39890300,39249988,,83071
3152,PSU-United India Insurance Company,Tamil Nadu,Chennai,VASAN EYE CARE HOSPITAL(KILPAUK),,Hospital,"No. 190,P H Road,,,Kilpauk",600084,44,33724300,33724300,,88666
3153,PSU-United India Insurance Company,Tamil Nadu,Chennai,VASAN EYE CARE(ANNANAGAR),,Hospital,"M-77. 3rd Avenue (Opp. K4police Station),,,Anna",600102,44,3372480043400310,33724899,,82966
,,,,,,,Nagar(E),,,,,,
3154,PSU-United India Insurance Company,Tamil Nadu,Chennai,VASAN EYE CARE(CHROMPET),,Hospital,"No.201,,G.S.T Road,,Chrompet",600044,44,33724500,33724599,,82825
3155,PSU-United India Insurance Company,Tamil Nadu,Chennai,VASAN EYE CARE(MADIPAKKAM),,Hospital,"No,683/5 Mahalingam Street,,,Madipakkam",600091,44,33724200,33724219,,83541
3156,PSU-United India Insurance Company,Tamil Nadu,Chennai,VASAN EYE CARE(PERAVALLUR),,Hospital,"149,Paper Mills Road,,Near To Agaram Junction",600082,44,33725000,33725099,,83442
,,,,,,,"Road,,Peravallur",,,,,,
3157,PSU-United India Insurance Company,Tamil Nadu,Chennai,VASAN EYE CARE(SAIDAPET),,Hospital,"383 Annasalai,,,Saidapet",600015,44,39890000,39922788 &,,82492
,,,,,,,,,,,39922799,,
3158,PSU-United India Insurance Company,Tamil Nadu,Chennai,VASAN EYE CARE(VADAPALANI),,Hospital,"No.154/2, Arcot Road,,Opp. Hcl,,Vadapalani",600026,44,33724900,33724999,,83302
3159,PSU-United India Insurance Company,Tamil Nadu,Chennai,VASAN EYE CARE(VALASARAVAKKAM),,Hospital,"No. 50, Arcot Road,,Valasaravakkam,,",600087,44,33701300,33701326,,11980
3160,PSU-United India Insurance Company,Tamil Nadu,Chennai,VASAN HEALTH CARE(TAMBARAM),,Hospital,"No:118,Rajaji Road,,,West Tambaram",600045,44,33724000,33724029,,12248
3161,PSU-United India Insurance Company,Tamil Nadu,Chennai,VENKATAESWARA HOSPITALS,,Hospital,"No. 36-A, Pusumpon Muthuramalingam",600035,44,45111111 / 45114511 /,42101111,,2998
,,,,,,,"Salai,,Chamiers Road,,Nandanam",,,24340113 / 0114,,,
3162 PSU-United India Insurance Company,,Tamil Nadu,Chennai,VIJAYA MEDICAL AND EDUCATIONAL,,,Hospital,"180, N. S. K. Salai,,Vadapalani,,Chennai",600026,44,24802221 /24802165,24810071 /,,495
,,,,TRUST,,,,,,,,24842931,,
3163,PSU-United India Insurance Company,Tamil Nadu,Chennai,XCELLENT CARE SUPER-SPECIALITY,,,Hospital,"No 7/14 Th , 7th Cross Street ,,Rajalakshm, I100 Feet",600042,44,40000006,45014439,,80908
